    76/299     5.11G    0.0235  0.004703         0   0.02821        14       640    0.9021    0.9912     0.995    0.7017   0.02224  0.003006         0
    77/299     5.11G   0.02516  0.004884         0   0.03004        10       640    0.9209    0.9912     0.995    0.7023   0.02146  0.002969         0
    78/299     5.11G   0.02393  0.004793         0   0.02872        11       640    0.9121    0.9912    0.9947    0.7108   0.02123     0.003         0
    79/299     5.11G   0.02377  0.004566         0   0.02834        10       640    0.9063         1     0.995    0.7003   0.02164  0.002976         0
    80/299     5.11G   0.02431  0.004848         0   0.02915        12       640    0.9122         1    0.9947    0.6677   0.02354  0.003181         0
    81/299     5.11G   0.02457  0.004752         0   0.02932         6       640    0.9525    0.9912    0.9949    0.7054   0.02157  0.003081         0
    82/299     5.11G   0.02449  0.005065         0   0.02955        18       640    0.9461    0.9912     0.995    0.6725   0.02234  0.002981         0
    83/299     5.11G   0.02408  0.004665         0   0.02874        11       640     0.908         1     0.995    0.7127   0.02116  0.002877         0
    84/299     5.11G    0.0238  0.004757         0   0.02856        12       640    0.9478         1     0.995    0.7174   0.02073  0.002945         0
    85/299     5.11G   0.02362  0.004703         0   0.02832        19       640    0.9507         1     0.995    0.6971    0.0209  0.003008         0
    86/299     5.11G   0.02379  0.004653         0   0.02844        10       640    0.8974    0.9912    0.9949    0.7051   0.02136  0.003142         0
    87/299     5.11G   0.02404   0.00473         0   0.02877         6       640    0.9801         1     0.995    0.7003   0.02091  0.002894         0
    88/299     5.11G   0.02343  0.004643         0   0.02807        11       640    0.8968    0.9999     0.995     0.702    0.0201  0.002955         0
    89/299     5.11G   0.02316  0.004645         0    0.0278        12       640    0.9282         1    0.9949    0.6936   0.02081  0.002934         0
    90/299     5.11G   0.02285  0.004641         0   0.02749         9       640    0.9304         1     0.995    0.7085   0.02025  0.002899         0
    91/299     5.11G   0.02295  0.004489         0   0.02744        10       640    0.9255    0.9912     0.995    0.7188   0.02055   0.00296         0
    92/299     5.11G   0.02283  0.004702         0   0.02754        10       640    0.9263    0.9912     0.995    0.7053   0.02122  0.003075         0
    93/299     5.11G   0.02382  0.004922         0   0.02874        12       640    0.9369         1     0.995    0.6883    0.0219   0.00297         0
    94/299     5.11G   0.02366  0.004844         0    0.0285        11       640    0.9437         1    0.9948    0.7085   0.02151  0.003061         0
    95/299     5.11G   0.02326  0.004704         0   0.02797        12       640    0.9725    0.9912     0.995    0.7136   0.02069  0.002968         0
    96/299     5.11G   0.02293  0.004531         0   0.02746         8       640    0.9116         1    0.9942    0.7043   0.02074   0.00297         0
    97/299     5.11G   0.02319  0.004627         0   0.02782         7       640    0.9127    0.9912     0.995    0.7009   0.02154  0.002902         0
    98/299     5.11G   0.02336  0.004707         0   0.02807         9       640    0.9239         1     0.995    0.6972   0.02225  0.002942         0
